text,catagory,url,id
SVENBERTIL白色米色旋轉椅黑色balsberget白色產品資訊弧形座椅及椅背能讓你坐得舒服自在座椅經過特殊表面處理可防滑你要知道環境椅座n產品材質可回收利用請依照當地規定處理n設計師MiaLagerman,旋轉椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/svenbertil-spr-19303101,193.031.01
LEIFARNE白色米色旋轉椅深黃色balsberget白色產品資訊選擇喜歡的底框和椅座或發揮創意混搭最多可創造出30種組合圓弧形座椅及椅背讓你坐得舒服附可調式塑膠椅腳增添穩固性弧形座椅及椅背能讓你坐得舒服自在座椅經過特殊表面處理可防滑請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道經測試適合居家使用符合耐用度和安全性標準設計師MiaLagerman,旋轉椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/leifarne-spr-19304964,193.049.64
LEIFARNENORDVIKEN白色白色一桌二椅黑色broringe黑色產品資訊適合放在小廚房或大房間木質桌面擁有漂亮的紋理圖案可搭配其他家具容易延伸提供4人座位折疊桌板自動固定只需輕拉即可鬆開安全鎖可坐24人尺寸可依需求輕鬆調整適合小空間使用實木底框可使結構更耐用弧形座椅及椅背能讓你坐得舒服自在經測試符合最嚴格的穩定性耐用度和安全標準經久耐用適合日常居家使用可將椅子堆疊收納不用時也不佔空間附可調式塑膠椅腳增添穩固性組裝後及必要時每兩周重新鎖緊螺絲以增加穩固性可用溫和清潔劑擦拭乾淨用乾淨的布擦乾請依照需求重新鎖緊螺絲確保產品維持最佳狀態你要知道經測試適合居家使用符合耐用度和安全性標準建議僅於室內使用環境底架n產品材質可回收利用請依照當地規定處理n設計師FrancisCayouetteMiaLagerman,一桌二椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/leifarne-nordviken-spr-19305082,193.050.82
LEIFARNENORDVIKEN白色白色餐桌附4張餐椅白色broringe白色產品資訊這張寬敞的木質餐桌擁有傳統風格可打造和家人朋友相聚的地方堅固耐用的結構滑順的延伸裝置使餐桌長久受到喜愛餐桌可為用餐空間增添自然氣息質樸的白色表面可突顯木紋之美空間大可提供6人座位適合不同家庭使用木質餐桌堅固耐用具有傳統風格可搭配各種居家風格從現代風到鄉村風都很適合活動桌板用安全配件固定可避免從桌面底下拿出時掉落即使只有一個人也能快速順利地延伸桌子為客人提供座位實木底框可使結構更耐用可將椅子堆疊收納不用時也不佔空間含2片活動桌板可收納在桌面底下需要時可放在長邊兩側延伸休息時中間橫木可為雙腳提供放鬆支撐弧形座椅及椅背能讓你坐得舒服自在附可調式塑膠椅腳增添穩固性可用溫和清潔劑擦拭乾淨用乾淨的布擦乾用乾淨的布擦乾請依照需求重新鎖緊螺絲確保產品維持最佳狀態組裝後及必要時每兩周重新鎖緊螺絲以增加穩固性你要知道經測試適合居家使用符合耐用度和安全性標準建議僅於室內使用可坐46個人環境底架n產品材質可回收利用請依照當地規定處理n設計師FrancisCayouetteMiaLagerman,餐桌附4張餐椅,https://www.ikea.com.tw/zh/products/dining-tables/tables/leifarne-nordviken-spr-19305181,193.051.81
ADILSLINNMON白色粉紅色桌子綠色黑色產品資訊可混搭桌面和桌腳分開購買打造適合空間的設計和尺寸含可調式桌腳即使地板不平也能穩固放置預先鑽孔方便安裝桌腳有預鑽孔方便安裝桌腳蜂巢板材質耐用又輕巧外框部分是實木密集板或纖維板內層填充回收紙使用較少的原料且容易運送可降低對環境的衝擊請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道附桌腳與桌面的連接螺絲設計師IKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/adils-linnmon-spr-19335499,193.354.99
HENRIKSDAL淺橄欖綠dietmar鍍鉻餐椅深棕色vislanda黑色白色產品資訊長時間使用後可將布套拆下清洗HENRIKSDAL餐椅可能是我們最舒適的椅子每次坐下時你可以感受到輕鬆柔軟HENRIKSDAL椅框的布套可洗滌容易裝上和拆下高椅背椅墊含聚酯纖維填充物讓你坐得更舒適實木椅腳耐用的天然材質組裝後及必要時每兩周重新鎖緊螺絲以增加穩固性請用濕布擦拭乾淨用乾淨的布擦乾最高水洗溫度攝氏四十度標準洗程請勿漂白請勿烘乾熨斗底板最高溫度攝氏兩百度之熨燙及壓燙用四氯乙烯及碳氫化物所使用溶劑的專業乾洗並採標準乾洗程序你要知道可搭配FIXA自黏式地板防刮傷墊片保護底下表面不受刮損傷害經測試適合居家使用符合耐用度和安全性標準設計師IKEAofSweden,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/henriksdal-spr-19337196,193.371.96
KRILLELINNMON黑色桌子黑色合板白色產品尺寸你要知道設計師IKEAofSwedenFrancisCayouette,桌子,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/krille-linnmon-spr-19393494,193.934.94
STOLJAN紅色白色辦公椅白色黑色產品資訊不用時可堆疊收納節省空間以吸塵器清理輕微污漬可用泡棉沾水或溫和清潔液清理避免直接曝曬在陽光下以免乾燥的情形發生可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道最多可堆疊7張椅子經測試適合辦公室使用並符合耐用度及穩定度的測試標準設計師HenrikPreutz,辦公椅,https://www.ikea.com.tw/zh/products/office-workspace/office-chairs/stoljan-spr-19907436,199.074.36
TORSBY實木貼皮桌子鍍鉻高亮面白色產品資訊高亮面可反射燈光賦予桌子明亮外觀堅固的鍍鉻框架帶有光澤可搭配鍍鉻椅腳的餐椅打造簡約現代風格經測試桌面可抗液體食物殘渣油高溫和碰撞高亮面設計呈現明亮外觀金屬框架堅固耐用可坐4人請依照需求重新鎖緊螺絲確保產品維持最佳狀態建議加放餐墊保護桌面用乾淨的布擦乾請用濕布和溫和清潔劑擦拭乾淨請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道可坐4個人環境底框n如果當地機構提供相關服務可進行回收利用n設計師CarljerstamIKEAofSweden,桌子,https://www.ikea.com.tw/zh/products/dining-tables/tables/torsby-spr-19931846,199.318.46
FRODE白色米色折疊椅土耳其藍產品資訊弧形椅背和座椅設計讓你坐得更舒適不用時可摺疊收納節省空間可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益展開座椅邀約好友你可以購買數張折疊椅隨時為來訪的朋友提供座椅派對結束後只要將椅子折疊起來放在門後或床底下即可如果你沒有太多的地板空間可用掛勾將折疊椅掛在牆上跟著感覺走新的椅子可改變整體的房間風格IKEA有多種風格供您選擇如典雅的木質椅子附椅套的椅子高背椅及圓弧椅背的椅子還有可堆疊的椅子和折疊椅您可以試坐選擇適合的椅子設計師MarcusArvonen金屬是一種硬質材料為了增加舒適感我們在設計FRODE折疊椅時著重椅背和座椅的外形部分創造出弧形椅面椅背和座椅都有裝飾孔有助於空氣流通讓你久坐也能感到舒適椅子還能摺疊收納不佔空間需要時可立即展開為來訪的客人提供更多座椅空間經測試適合居家使用符合耐用度和安全性標準設計師MarcusArvonen,折疊椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/frode-art-20217796,202.177.96
GUNDE黑色折疊椅白色產品資訊一張椅子有多少優點這張椅子值得你多看幾眼它可以摺疊也很安全可承受100公斤的重量質感卻很輕盈空間有限不妨把它掛在牆上椅背有把手孔設計方便搬移和掛在牆上收納不用時可摺疊收納節省空間椅子展開時可鎖定避免意外摺疊可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益展開座椅邀約好友你可以購買數張折疊椅隨時為來訪的朋友提供座椅派對結束後只要將椅子折疊起來放在門後或床底下即可如果你沒有太多的地板空間可用掛勾將折疊椅掛在牆上跟著感覺走新的椅子可改變整體的房間風格IKEA有多種風格供您選擇如典雅的木質椅子附椅套的椅子高背椅及圓弧椅背的椅子還有可堆疊的椅子和折疊椅您可以試坐選擇適合的椅子經測試適合居家使用符合耐用度和安全性標準設計師KHagbergMHagberg,折疊椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/gunde-art-20217800,202.178.00
TERJE黑色折疊椅白色產品資訊不僅適合搭配餐桌還可當作備用椅方便邀請客人吃飯或舉辦派對時使用背面有掛孔不用時可掛在牆上節省空間椅背有孔洞設計不使用時可掛在牆上節省空間不用時可摺疊收納節省空間可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益展開座椅邀約好友你可以購買數張折疊椅隨時為來訪的朋友提供座椅派對結束後只要將椅子折疊起來放在門後或床底下即可如果你沒有太多的地板空間可用掛勾將折疊椅掛在牆上跟著感覺走新的椅子可改變整體的房間風格IKEA有多種風格供您選擇如典雅的木質椅子附椅套的椅子高背椅及圓弧椅背的椅子還有可堆疊的椅子和折疊椅您可以試坐選擇適合的椅子可搭配FIXA自黏式地板防刮傷墊片保護底下表面不受刮損傷害經測試適合居家使用符合耐用度和安全性標準環境100可再生材質不含配件n如果當地機構提供相關服務可進行回收利用n設計師LarsNorinder,折疊椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/terje-art-20222444,202.224.44
STOLJANgunnared米色白色椅框黑色產品尺寸可用濕布擦拭乾淨你要知道需搭配STOLJAN座椅設計師HenrikPreutz,椅框,https://www.ikea.com.tw/zh/products/office-workspace/office-chairs/stoljan-art-20227880,202.278.80
LILLHJDEN灰色旋轉椅blekinge白色產品資訊附安全輪腳具有感壓煞車裝置起身時可固定椅子坐下後自動鬆開鎖定可調整座椅高度讓你坐得更舒適輪腳外層為橡膠材質可在任何材質的地板上滑順移動椅套可拆下用洗衣機洗滌容易保持乾淨最高水洗溫度攝氏六十度標準洗程序請勿漂白請勿烘乾熨斗底板最高溫度攝氏兩百度之熨燙及壓燙用四氯乙烯及碳氫化物所使用溶劑的專業乾洗並採標準乾洗程序你要知道顧客利益立即就能找到IKEA旋轉椅皆有安全輪腳設計無人坐在椅子上時輪腳會自動煞住當你站起來時椅子不會滑走讓你立即找到經設計和測試適合居家空間使用設計師IKEAofSweden,旋轉椅,https://www.ikea.com.tw/zh/products/home-workspace/home-work-chairs/lillhojden-art-20238713,202.387.13
DAGOTTO實木貼皮擱腳凳黑色產品資訊可用舒適的姿勢工作紓緩頸背部和腳部的壓力可依腳部施力調整成舒適的傾斜角度底部有橡膠可使腳凳固定不易移動避免刮傷表面防滑表面即使放在傾斜的地面也能穩固放置請用濕布和溫和清潔劑擦拭乾淨,擱腳凳,https://www.ikea.com.tw/zh/products/complementary-work-items/complementary-work-items/dagotto-art-20240990,202.409.90
BEKANT米色桌面底框黑色產品資訊提供10年品質保證欲知更多細則請參閱品質保證書請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益別錯過購買的機會我們很喜歡BEKANT書桌所以決定更換新的顏色如果你在店內看到喜歡的款式別等太久而錯過購買的機會我們很快會為BEKANT書桌更換新的樣式環境如果當地機構提供相關服務可進行回收利用n設計師KMalmvallELiljaLwenhielm,桌面底框,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-art-20252879,202.528.79
LINNMON黑色實木貼皮梣木白色連接配件鍍鎳產品資訊可連接非玻璃材質的IKEA桌面和KALLAX層架組附毛氈不易刮傷桌面你要知道顧客利益創造個人書桌任意搭配創造專屬的桌子組合挑選不同的桌面再搭配喜歡的桌腳或以現有組合打造符合個人和居家空間需求的桌子可搭配ADILSOLOV或GERTON可調式桌腳環境如果當地機構提供相關服務可進行回收利用n設計師IKEAofSweden,連接配件,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-art-20261058,202.610.58
HILVER白色桌面竹產品資訊竹製可再生材質十分耐用預鑽孔設計容易安裝桌腳請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益竹子竹子具有較長的纖維非常耐用也比大部分的木頭更有彈性每天可生長將近1公尺的高度且產生的氧氣量是其他樹種的兩倍IKEA使用的是栽種46年可收割的竹子竹子是一種草類植物與一般樹木有很大的差異不需重新栽種不僅像草一樣生長快速也常成群生長創造個人書桌任意搭配創造專屬的桌子組合挑選不同的桌面再搭配喜歡的桌腳或以現有組合打造符合個人和居家空間需求的桌子環境可再生材質竹子n設計師ChenyiKe,桌面,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/hilver-art-20278285,202.782.85
JANINGE白色米色餐椅灰色產品資訊挑戰取得結合設計功能和品質的平衡我們的設計師創造出JANINGE椅子具有耐用特性適合放在餐廳使用讓你決定帶回家可與扶手一起裝在桌面上方便清潔可將椅子堆疊收納不用時也不佔空間不需組裝可立即使用可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益方便隨時取用選用可疊放的椅子能隨時為賓客提供座椅椅子可相互堆疊不佔空間你可以同時擺放數張椅子方便隨時取用以直立的方式疊放物品可節省地板空間不論居家大小都非常實用跟著感覺走新的椅子可改變整體的房間風格IKEA有多種風格供您選擇如典雅的木質椅子附椅套的椅子高背椅及圓弧椅背的椅子還有可堆疊的椅子和折疊椅您可以試坐選擇適合的椅子設計師JohnJonasPetrusPaul與Caroline開始構思JANINGE系列時就面臨了挑戰我們思考如何設計一款椅子不僅符合日常生活需求適合擺放在餐廳使用還能讓你輕鬆帶回家我們著重堅韌耐用及穩固性的細節設計同時賦予好品質和舒適感的特性透過彼此密切合作發揮團隊精神我們創造出好設計好品質且功能實用的椅子並提供平易近人的好價格經過餐廳驗證無論你喜歡在家或來IKEA餐廳吃肉丸JANINGE餐椅都適合使用我們給予JANINGE系列設計團隊一項挑戰設計適合居家和餐廳使用的餐椅符合高標準的驗證適合公共空間使用並提供物有所值的好品質設計團隊需要改變做事的方法突破傳統的框架以達到設計目標不需堆疊收納時可拆下緩衝配件設計師JohnJonasPetrusPaulCaroline,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/janinge-art-20280518,202.805.18
NORRKER黑色銀色吧台椅附靠背黑色產品資訊每張椅子都具有簡約的北歐風格可選擇白色黑色或混搭的款式經測試適用於公共空間經得起兒童和朋友粗野的使用不同的木頭紋路天然的色彩變化使每張吧台椅都獨一無二耐用又耐磨適合公共場合使用耐用的實心樺木材質不用時可堆疊收納以節省空間貼心的放腳處設計讓你坐得更舒適可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道最多可堆疊4張吧台椅適合110公分高的吧台可搭配NORRKER系列其他家具設計師JKarlssonNKarlsson,吧台椅附靠背,https://www.ikea.com.tw/zh/products/dining-seating/bar-stools-incl-covers/norraker-art-20301525,203.015.25
SETSKOG樺木床邊桌白色產品資訊其中兩根桌腳附輪腳穩固又容易移動方便你想將坐臥兩用床轉換成舒適睡床或清理地板如果想把坐臥兩用床轉換成舒適床舖或將物品收納在床底下只要推開床邊桌即可附輪腳方便移動請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道可加裝FIXA自黏式地板防刮傷墊片保護接觸表面避免磨損設計師KHagbergMHagberg,床邊桌,https://www.ikea.com.tw/zh/products/chests-and-other-furniture/bedside-tables/setskog-art-20320350,203.203.50
LIERSKOGEN樺木床邊桌白色產品資訊按照123的步驟就能依床的高度和儲物需求調整床邊桌可放在閱讀椅旁方便收納和拿取糖果和雜誌讓你靈活運用桌腳含3種高度你可以決定最適合的桌子高度簡單俐落的線條適合搭配不同家具風格連接不同長度的桌腳可隨時調整桌子高度三段式設計只要轉動及鎖緊就能組裝和拆下桌腳桌子底下有置物籃可收納書和遙控器等物品騰出桌面空間適合放在家中任何地方可當作咖啡桌邊桌或床邊桌使用請用抹布沾溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道不適合於戶外使用不適合於潮溼的室內使用3段式桌腳包含不同長度1719和36公分可加裝FIXA自黏式地板防刮傷墊片保護接觸表面避免磨損設計師HenrikPreutz,床邊桌,https://www.ikea.com.tw/zh/products/chests-and-other-furniture/bedside-tables/lierskogen-art-20330863,203.308.63
KULLABERG米色桌面底框黑色產品資訊可依不同需求將底框安裝在桌面邊緣或中間做為書桌或餐桌使用請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益既是書桌也是餐桌如果打算在KULLABERG書桌上工作可以把交叉桿固定在底框的其中一邊如果選擇把交叉桿固定在中間使兩邊都有座椅空間就能將書桌變成一張實用的餐桌需搭配KULLABERG桌面設計師EbbaStrandmark,桌面底框,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/kullaberg-art-20331725,203.317.25
EKEDALEN白色米色餐椅深棕色orrsta淺灰色產品資訊座椅含軟墊椅背具有弧度讓你舒服的長時間坐在餐桌旁有不同椅套可供選擇椅套可用洗衣機洗滌不妨選購多款椅套變換居家佈置風格可挑選不同椅套隨時更換座椅含軟墊椅背具有舒適角度適合長時間用餐使用椅套容易拆下用洗衣機洗滌和裝回實木椅框可使結構堅固耐用可搭配同系列的桌子和長凳可搭配FIXA自黏式地板防刮傷墊片保護地板避免磨損最高水洗溫度攝氏四十度標準洗程請勿漂白請勿烘乾熨斗底板最高溫度攝氏一百五十度之熨燙及壓燙用四氯乙烯及碳氫化物所使用溶劑的專業乾洗並採標準乾洗程序你要知道顧客利益容易拆洗座椅是居家最常使用的家具適合各種狀況使用像是小孩用溼黏的手指觸摸快速及長時間用餐一開始就選用附可拆洗椅套的座椅椅套變髒時不需另購新的座椅或重新更換椅套您只要輕鬆的拆下清洗座椅就能煥然一新這可是個實用的選擇吧設計師EhlnJohansson對我而言餐廳是家的中心EKEDALEN系列的創作概念是設計完整的餐桌椅從享受豐盛晚餐到做功課勞作等任何活動都能在這裡進行桌子延伸時桌腳會跟著桌面移動讓訪客舒服的坐著用餐餐椅非常舒適椅套也能用洗衣機洗滌或是你想和其他人一起坐在長凳上讓每個人都有座位EKEDALEN系列既實用又能讓你靈活搭配運用適合現代居家生活使用經測試適合居家使用符合耐用度和安全性標準設計師EhlnJohansson,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/ekedalen-art-20341017,203.410.17
EKEDALEN黑色餐椅橡木orrsta淺灰色產品資訊座椅含軟墊椅背具有弧度讓你舒服的長時間坐在餐桌旁有不同椅套可供選擇椅套可用洗衣機洗滌不妨選購多款椅套變換居家佈置風格可挑選不同椅套隨時更換座椅含軟墊椅背具有舒適角度適合長時間用餐使用椅套容易拆下用洗衣機洗滌和裝回可搭配同系列的桌子和長凳可搭配FIXA自黏式地板防刮傷墊片保護地板避免磨損實木椅框可使結構堅固耐用最高水洗溫度攝氏四十度標準洗程請勿漂白請勿烘乾熨斗底板最高溫度攝氏一百五十度之熨燙及壓燙用四氯乙烯及碳氫化物所使用溶劑的專業乾洗並採標準乾洗程序你要知道顧客利益容易拆洗座椅是居家最常使用的家具適合各種狀況使用像是小孩用溼黏的手指觸摸快速及長時間用餐一開始就選用附可拆洗椅套的座椅椅套變髒時不需另購新的座椅或重新更換椅套您只要輕鬆的拆下清洗座椅就能煥然一新這可是個實用的選擇吧設計師EhlnJohansson對我而言餐廳是家的中心EKEDALEN系列的創作概念是設計完整的餐桌椅從享受豐盛晚餐到做功課勞作等任何活動都能在這裡進行桌子延伸時桌腳會跟著桌面移動讓訪客舒服的坐著用餐餐椅非常舒適椅套也能用洗衣機洗滌或是你想和其他人一起坐在長凳上讓每個人都有座位EKEDALEN系列既實用又能讓你靈活搭配運用適合現代居家生活使用經測試適合居家使用符合耐用度和安全性標準設計師EhlnJohansson,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/ekedalen-art-20341022,203.410.22
STUVA深灰色高腳床附書桌收納空間白色產品資訊當居家空間有限額外的房間永遠不在選項內但是有其他的解決辦法這個家具只需佔用06坪的空間就能讓你睡覺看書收納遊戲和放鬆可將書桌安裝成與床舖呈現直角或平行含書桌衣櫃和開放式層架組可為兒童房提供完整的家具組合如果將書桌安裝成與床舖呈現直角衣櫃可從兩側開關可隱藏收納插座和電線也方便將電線連接到後方的電源插座用乾布擦拭請用濕布擦拭乾淨你要知道附床底板梯子只能安裝在床的右側天花板高度至少需240公分高腳床和上層床舖不適合6歲以下兒童使用避免造成跌落受傷的危險請勿在床邊安裝掛鉤或把手或懸掛繩子皮帶以免小朋友因玩耍而造成被纏勒的危險建議6歲以上孩童使用可搭配不同顏色的門板和抽屜設計師EbbaStrandmark,高腳床附書桌/收納空間,https://www.ikea.com.tw/zh/products/children-8-14-year/beds-for-children/stuva-art-20345096,203.450.96
TINGBY白色backaryd白色桌子白色產品資訊經測試符合最嚴格的穩定性耐用度和安全標準經久耐用適合日常居家使用輕質結構製作時使用較少的實木降低對環境的衝擊桌面較寬可提供更多空間方便用餐寫作業做勞作和其他活動每個桌腳只有一個螺絲容易組裝和拆卸圓弧形邊角可降低小朋友撞傷的危險可用柔軟的溼布及溫和的清潔劑或肥皂擦拭乾淨用乾淨的布擦乾你要知道可坐6個人建議僅於室內使用設計師MikaelWarnhammar,桌子,https://www.ikea.com.tw/zh/products/dining-tables/tables/tingby-art-20348924,203.489.24
LACK黑色咖啡桌黑棕色產品資訊附層板可整齊收納雜誌等物品騰出桌面空間請用濕布擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益更輕巧的桌子20年來LACK咖啡桌的產量逐年增多價格一年比一年便宜而且越趨輕巧的設計方便你組裝與攜帶回家今年多了幾種新顏色未來還會有更多選擇如此一來LACK桌子不但可以搭配古典沙發精美餐具也可以搭配可愛的兒童椅LACK系列本身可創造出豐富組合也能搭配IKEA其他系列家具可搭配LACK系列其它產品設計師IKEAofSweden,咖啡桌,https://www.ikea.com.tw/zh/products/armchairs-footstool-and-sofa-tables/sofa-tables/lack-art-20352987,203.529.87
TOFTERYD深藍綠色咖啡桌高亮面白色產品資訊抽屜滑順好開可收納遙控器雜誌等物品附層板可整齊收納雜誌等物品騰出桌面空間請用濕布擦拭乾淨用乾淨的布擦乾定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道設計師TordBjrklund,咖啡桌,https://www.ikea.com.tw/zh/products/armchairs-footstool-and-sofa-tables/sofa-tables/tofteryd-art-20353053,203.530.53
BEKANT米色桌面半圓形白色產品資訊美耐皿表面耐用抗污容易保持乾淨提供10年品質保證欲知更多細則請參閱品質保證書請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益別錯過購買的機會我們很喜歡BEKANT書桌所以決定更換新的顏色如果你在店內看到喜歡的款式別等太久而錯過購買的機會我們很快會為BEKANT書桌更換新的樣式需搭配140x70公分BEKANT桌面底框設計師KMalmvallELiljaLwenhielm,桌面,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/bekant-art-20353524,203.535.24
BRUSALI米色轉角書桌工作桌白色產品資訊附可調式層板可依需求調整儲物空間請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道設計師IKEAofSweden,轉角書桌/工作桌,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/brusali-art-20354180,203.541.80
HEMNES白色書桌工作桌淺棕色產品資訊桌面底下附層板可隱藏收納電線和延長線方便連接使用有電線孔設計方便收整電線下層抽屜附可調式檔案框方便收納A4大小紙張美背式設計可放置在房間中央天然實木材質十分耐用可依需求將抽屜安裝在左側或右側上層抽屜附小收納隔層可收納筆和其他物品請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道經設計和測試適合居家空間使用,書桌/工作桌,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/hemnes-art-20354199,203.541.99
MICKE碳黑色書桌工作桌黑棕色產品資訊簡潔的設計適合放在任何地方你可以搭配其他MICKE書桌或收屜櫃延伸工作空間背面有聰明的設計可隱藏雜亂的電線可依不同需求將桌腳安裝在右側或左側容易隱藏收納電線和插座也方便將電線連接到牆上插座抽屜附防滑落裝置可防止全開後掉落美背式設計可放置在房間中央MICKE系列所有書桌和儲物櫃的高度相同可搭配同系列其他書桌和儲物櫃以延伸桌面請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道請確實遵照充電設備的使用手冊電器用品需長時間遠離視線時請將電源關閉經設計和測試適合居家空間使用設計師HenrikPreutz,書桌/工作桌,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/micke-art-20354279,203.542.79
MICKE實木貼皮轉角工作站白色產品資訊附電線孔容易隱藏也方便連接電線和插座可依不同需求調整層板位置有效運用收納空間可依不同需求將桌腳安裝在右側或左側MICKE系列所有書桌和收納櫃的高度相同可搭配同系列其他書桌和收納櫃以延伸桌面請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道可放22吋電腦螢幕請確實遵照充電設備的使用手冊電器用品需長時間遠離視線時請將電源關閉經設計和測試適合居家空間使用設計師HenrikPreutz,轉角工作站,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/micke-art-20354284,203.542.84
ODGER白色米色餐椅藍色產品資訊組裝時不用工具只需卡入固定圓弧形座椅和椅背讓你坐得舒適可再生木材和回收塑膠製成在各方面為你帶來絕佳的舒適感圓弧形座椅和椅背讓你坐得舒適材質包含30可再生木材及至少55回收塑膠對環境更友善組裝時不用工具只需利用座椅底部的裝置卡住固定環保材質平滑表面及簡約線條使椅子容易擦拭乾淨可用溫和清潔劑擦拭乾淨用乾淨的布擦乾你要知道顧客利益設計師JohnLfgren與JonasPettersson設計ODGER餐椅時我們從滑雪靴和底部可拆的派盤尋找靈感原因是我們想找到一種快速又簡單的方式將椅腳安裝在椅座和椅背上最後解決方法是簡單的卡榫裝置另一項創新是以可再生木材和回收塑膠製成的混合物做為產品材料完成後的餐椅具有準確俐落的線條以及圓弧形座椅和椅背讓你坐得舒適設計複雜風格簡約ODGER餐椅是一張沒有秘密的椅子當你近看椅子平滑表面上面的細小線條是木頭纖維也是可再生木材和回收塑膠的混合材料質感含兩個旋柄讓你不用看說明書就能組裝設計ODGER餐椅一點都不容易但是它是我們設計過最簡約樸實的椅子經測試適合居家使用符合耐用度和安全性標準設計師JLfgrenJPettersson,餐椅,https://www.ikea.com.tw/zh/products/dining-seating/chairs-incl-covers-folding-chairs/odger-art-20360001,203.600.01
IDSEN米色桌面棕色產品資訊提供10年品質保證欲知更多細則請參閱品質保證書圓弧桌面設計讓你的手腕及手臂在書寫時得到充份的支撐請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道設計師JonKarlsson,桌面,https://www.ikea.com.tw/zh/products/office-workspace/office-desks-and-tables/idasen-art-20360992,203.609.92
MALM黑色實木貼皮梣木白色L型書桌工作桌白色產品資訊可依需求將外拉式桌面安裝在左側或右側附外拉式側桌可提供額外的工作空間桌面底下附層板可隱藏收納電線和延長線方便連接使用美背式設計可放置在房間中央請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道可搭配MALM系列的其他家具,L型書桌/工作桌,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/malm-art-20361152,203.611.52
LINNMON黑色實木貼皮梣木白色桌面黑棕色產品資訊可混搭桌面和桌腳或選擇現成組合輕巧耐用運用技術使用更少的原料降低對環境造成的衝擊預先鑽孔方便安裝桌腳請用濕布擦拭乾淨定期檢查組裝配件是否牢固必要時請重新鎖緊你要知道顧客利益創造個人書桌任意搭配創造專屬的桌子組合挑選不同的桌面再搭配喜歡的桌腳或以現有組合打造符合個人和居家空間需求的桌子設計師IKEAofSweden,桌面,https://www.ikea.com.tw/zh/products/home-workspace/home-desks/linnmon-art-20361185,203.611.85
